track_id;rank;track_name;artist;date_added;popularity
5dQ174Gi0u3FOq0xF32PEr;1;Erotyczne Pif-Paf;Figo i Samogony;2024-01-07 08:47:29;69
4EHHB2Gfa9d4iPx8JsCd65;2;HIPNOZA;NIKOŚ;2024-01-07 08:47:29;75
5Qw74vxmtJzAEYjy1wfVCk;3;Dzięki, że jesteś;Lanberry;2024-01-07 08:47:29;72
1kuhnhugcuXf4CiNdqCRUU;4;BFF;bambi;2024-01-07 08:47:29;75
7nl0YfumgokUqNDfVlYvkd;5;Garfield;Szpaku;2024-01-07 08:47:29;31
33zbrcm0cYIxT5YvEGlFDl;6;Całkiem Nowa Bajka;Kleks;2024-01-07 08:47:29;66
6epWbDEEEOakzBeyNr69MO;7;Plaster;Szpaku;2024-01-07 08:47:29;29
4qN8jx5g3h1oKz95qr3bF0;8;Jestem Twoją Bajką;Kleks;2024-01-07 08:47:29;60
0DhKkQjcrOXLBr9eCtocfc;9;Kevin sam w domu;Blacha 2115;2024-01-07 08:47:29;71
33FD8jBm5LZaQ2jJS3vXzm;10;Stan;Gibbs;2024-01-07 08:47:29;66
2GgLLdsRjbiAtN5nfm7i7i;11;Miyabi;PRO8L3M;2024-01-07 08:47:29;71
0JvlaGyGok0jMp8wCQhI9p;12;NIENAWIDZĘ WARSZAWY!;Chivas;2024-01-07 08:47:29;63
1NtvjagHJRLQogzWVhpghv;13;Nim Zajdzie Słońce;Smolasty;2024-01-07 08:47:29;72
3QAU2pj4LUKf7yaTgANlQV;14;ITALODISCO;The Kolors;2024-01-07 08:47:29;79
3rUGC1vUpkDG9CZFHMur1t;15;greedy;Tate McRae;2024-01-07 08:47:29;99
2JJ6WnAfVglnYfxZubSukn;16;Jolie Jolie;Blacha 2115;2024-01-07 08:47:29;72
5XVUws9S5FP89vNdxrysfp;17;Anioł Stróż;Szpaku;2024-01-07 08:47:29;28
1fBrFnMzvb5WetxfgadcH9;18;Animal Planet;Szpaku;2024-01-07 08:47:29;29
2r0tCQsTvEwkKEcZ9pYwZt;19;W KRAJU SCHABOWYCH KOTLETÓW;Mata;2024-01-07 08:47:29;68
3QHZAr43uvIGpWfJAHhFX3;20;Explosion Ech poleczko - DNSQ Remix;Kalwi & Remi;2024-01-07 08:47:29;71
2PF5O4wQHtD9KpxNALuoBD;21;Ciapakwybujany;GM2L;2024-01-07 08:47:29;69
30r5RN2yGoKzanggEzqrzM;22;Fluid;ReTo;2024-01-07 08:47:29;60
3bK1zVFBKIzYjmptmI4NsJ;23;Overdrive (feat. Norma Jean Martine);Ofenbach;2024-01-07 08:47:29;85
0h3Xy4V4apMraB5NuM8U7Z;24;Stumblin' In;CYRIL;2024-01-07 08:47:29;74
5mjYQaktjmjcMKcUIcqz4s;25;Strangers;Kenya Grace;2024-01-07 08:47:29;96
78hH2iGVmsmdPk50AhU2F4;26;Autumn Dance;L.U.C.;2024-01-07 08:47:29;50
3XWr2NZqYd80MB8FIq9r55;27;Ne Rozumiju;Vixen;2024-01-07 08:47:29;70
4u3pVIKFDquOVeyvkc1Hjh;28;5 INFLUENCEREK;Zeamsone;2024-01-07 08:47:29;69
3mzugJrKyhJNzZKS0RgWBg;29;MILLIE WALKY;bambi;2024-01-07 08:47:29;62
3moDqdYK90QDw3Lk9q5yDE;30;Mam Cię;Paluch;2024-01-07 08:47:29;71
1cnkQScXEGBZKqqy6EjVZo;31;NIE MA CIĘ;Fukaj;2024-01-07 08:47:29;68
4OMJGnvZfDvsePyCwRGO7X;32;Houdini;Dua Lipa;2024-01-07 08:47:29;93
4EqPIm07a55pJQRSZw2Z4X;33;Supermoce (feat. Igo, Mrozu & Vito Bambino);Męskie Granie Orkiestra;2024-01-07 08:47:29;69
2WBejVahXeC1gjCXVOlgbq;34;JEREMY SOCHAN;Oki;2024-01-07 08:47:29;71
49pLSmIFXk7rTfWcQ2Bvh7;35;Nicea;PRO8L3M;2024-01-07 08:47:29;67
6g76ndArDHwMe3OsrYxKiu;36;PASEK PLAYBOYA;MIÜ;2024-01-07 08:47:29;62
1g88Qpz9ZsJM1hlB3PLdgY;37;Taxi;Kizo;2024-01-07 08:47:29;63
4vhYckF7yzomDdqoHb3dIl;38;Kulig;Kaz Bałagane;2024-01-07 08:47:29;69
086THPnabbu1zfDjRsxpoN;39;MONEY ON THE DASH - SPED UP;Elley Duhé;2024-01-07 08:47:29;81
61rJpXPZ4wkqmdsLYJu6LK;40;Z Tobą na chacie;Daria Zawiałow;2024-01-07 08:47:29;65
4BgTgPsNeDz2KG4QsshjL9;41;BLUEBERRY;Guzior;2024-01-07 08:47:29;68
59NraMJsLaMCVtwXTSia8i;42;Prada;cassö;2024-01-07 08:47:29;93
2FHBvsUs4tpHSzIi3GvRjK;43;Ground Zero;PRO8L3M;2024-01-07 08:47:29;69
1odExI7RdWc4BT515LTAwj;44;Daylight;David Kushner;2024-01-07 08:47:29;94
2oILgeSykGjl0N9m0VvAjO;45;TYLE SŁOŃCA;White Widow;2024-01-07 08:47:29;70
56y1jOTK0XSvJzVv9vHQBK;46;Paint The Town Red;Doja Cat;2024-01-07 08:47:29;88
1feg6LWYEdvsjOLzAgWgDd;47;Leje Wina;Pusher;2024-01-07 08:47:29;67
5XeFesFbtLpXzIVDNQP22n;48;I Wanna Be Yours;Arctic Monkeys;2024-01-07 08:47:29;95
4uayCD0blZhblTiQqKLYiC;49;Skippers;Young Leosia;2024-01-07 08:47:29;63
42VsgItocQwOQC3XWZ8JNA;50;FE!N (feat. Playboi Carti);Travis Scott;2024-01-07 08:47:29;90
