track_id;rank;track_name;artist;date_added;popularity
4EHHB2Gfa9d4iPx8JsCd65;1;HIPNOZA;NIKOŚ;2023-12-17 08:41:23;70
06qMRF18gwbOYYbnP2du6i;2;Last Christmas - Single Version;Wham!;2023-12-17 08:41:23;89
0bYg9bo50gSsH3LtXe2SQn;3;All I Want for Christmas Is You;Mariah Carey;2023-12-17 08:41:23;99
7uoFMmxln0GPXQ0AcCBXRq;4;Snowman;Sia;2023-12-17 08:41:23;94
2EjXfH91m7f8HiJN1yQg97;5;Rockin' Around The Christmas Tree;Brenda Lee;2023-12-17 08:41:23;98
7vQbuQcyTflfCIOu3Uzzya;6;Jingle Bell Rock;Bobby Helms;2023-12-17 08:41:23;93
2TE4xW3ImvpltVU0cPcKUn;7;Merry Christmas Everyone;Shakin' Stevens;2023-12-17 08:41:23;91
0lizgQ7Qw35od7CYaoMBZb;8;Santa Tell Me;Ariana Grande;2023-12-17 08:41:23;95
3gBhiIj76UJQ7jlrUR4qjc;9;It's the Most Wonderful Time of the Year;Andy Williams;2023-12-17 08:41:23;79
1kuhnhugcuXf4CiNdqCRUU;10;BFF;bambi;2023-12-17 08:41:23;76
5ASM6Qjiav2xPe7gRkQMsQ;11;Sleigh Ride;The Ronettes;2023-12-17 08:41:23;83
3Z3QhZAZpqwZa1phsbQ3JZ;12;Driving Home for Christmas;Chris Rea;2023-12-17 08:41:23;75
2uFaJJtFpPDc5Pa95XzTvg;13;Let It Snow! Let It Snow! Let It Snow!;Dean Martin;2023-12-17 08:41:23;95
3ZfRpDV74gUbBCmW8yb6ml;14;It's Beginning to Look a Lot like Christmas;Michael Bublé;2023-12-17 08:41:23;87
6tjituizSxwSmBB5vtgHZE;15;Holly Jolly Christmas;Michael Bublé;2023-12-17 08:41:23;83
3YZE5qDV7u1ZD1gZc47ZeR;16;Underneath the Tree;Kelly Clarkson;2023-12-17 08:41:23;85
18bAMjHACL9Iphk0KB0z7o;17;Stan;Gibbs;2023-12-17 08:41:23;66
5E6Nv8QZblXpiFDQ8iSfE2;18;Fluid;ReTo;2023-12-17 08:41:23;74
4z77VPWmxxMosO4o2jD8uT;19;Kto Wie?;De Su;2023-12-17 08:41:23;67
0oPdaY4dXtc3ZsaG17V972;20;Feliz Navidad;José Feliciano;2023-12-17 08:41:23;87
3rUGC1vUpkDG9CZFHMur1t;21;greedy;Tate McRae;2023-12-17 08:41:23;100
4kKdvXD0ez7jp1296JmAts;22;Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet);Frank Sinatra;2023-12-17 08:41:23;90
3moDqdYK90QDw3Lk9q5yDE;23;Mam Cię;Paluch;2023-12-17 08:41:23;71
2JJ6WnAfVglnYfxZubSukn;24;Jolie Jolie;Blacha 2115;2023-12-17 08:41:23;73
6IyM1d0DOlb8S3tUGi7wPB;25;Coraz Bliżej Święta;Margaret;2023-12-17 08:41:23;67
78hH2iGVmsmdPk50AhU2F4;26;Autumn Dance;L.U.C.;2023-12-17 08:41:23;50
4Yg2w0P29BBBMixyeNjDtj;27;Do They Know It's Christmas? - 1984 Version;Band Aid;2023-12-17 08:41:23;88
1SmlDkUf67T8x2DiWyyfy4;28;Ding dong;Kayah;2023-12-17 08:41:23;64
0X1bF7CkMCif03ygcSDVOj;29;Całkiem Nowa Bajka;Kleks;2023-12-17 08:41:23;62
3AgiRs3oxc2dFh0CPUHXJs;30;Mistletoe and Wine;Cliff Richard;2023-12-17 08:41:23;78
5OYaQw9IS8MMDFRgTPqDnR;31;Nicea;PRO8L3M;2023-12-17 08:41:23;66
1NtvjagHJRLQogzWVhpghv;32;Nim Zajdzie Słońce;Smolasty;2023-12-17 08:41:23;73
3QHZAr43uvIGpWfJAHhFX3;33;Explosion Ech poleczko - DNSQ Remix;Kalwi & Remi;2023-12-17 08:41:23;71
0YWUHZPJVg4iujddsJDwhM;34;My Only Wish (This Year);Britney Spears;2023-12-17 08:41:23;87
5YeWMDlueFQ2727lVfGaIg;35;Dzień jeden w roku;Czerwone Gitary;2023-12-17 08:41:23;65
27RYrbL6S02LNVhDWVl38b;36;Happy Xmas (War Is Over) - Remastered 2010;John Lennon;2023-12-17 08:41:23;91
4ltVdPcmgfSlsicK4ZIQGT;37;CEO;Asster;2023-12-17 08:41:23;54
5Qw74vxmtJzAEYjy1wfVCk;38;Dzięki, że jesteś;Lanberry;2023-12-17 08:41:23;69
2WBejVahXeC1gjCXVOlgbq;39;JEREMY SOCHAN;Oki;2023-12-17 08:41:23;73
3AymrUApW5JKKaNrHQhcBG;40;Thank God It's Christmas - 2011 Remaster;Queen;2023-12-17 08:41:23;74
3QAU2pj4LUKf7yaTgANlQV;41;ITALODISCO;The Kolors;2023-12-17 08:41:23;80
7xapw9Oy21WpfEcib2ErSA;42;Mistletoe;Justin Bieber;2023-12-17 08:41:23;92
3XWr2NZqYd80MB8FIq9r55;43;Ne Rozumiju;Vixen;2023-12-17 08:41:23;67
3fuoTmO1gkYP8dPUdT0LR8;44;Zaśnieżone miasta;Gromee;2023-12-17 08:41:23;64
4u3pVIKFDquOVeyvkc1Hjh;45;5 INFLUENCEREK;Zeamsone;2023-12-17 08:41:23;69
5mjYQaktjmjcMKcUIcqz4s;46;Strangers;Kenya Grace;2023-12-17 08:41:23;97
1SV1fxF65n9NhRHp3KlBuu;47;Wonderful Christmastime - Edited Version / Remastered 2011;Paul McCartney;2023-12-17 08:41:23;90
2g59LWL5y0BuPsyJZQTubb;48;Z kopyta kulig rwie;Skaldowie;2023-12-17 08:41:23;65
4vhYckF7yzomDdqoHb3dIl;49;Kulig;Kaz Bałagane;2023-12-17 08:41:23;68
4tHqQMWSqmL6YjXwsqthDI;50;Carol of the Bells;Mykola Dmytrovych Leontovych;2023-12-17 08:41:23;85
