track_id;rank;track_name;artist;date_added;popularity
5dQ174Gi0u3FOq0xF32PEr;1;Erotyczne Pif-Paf;Figo i Samogony;2024-01-05 11:55:47;67
4EHHB2Gfa9d4iPx8JsCd65;2;HIPNOZA;NIKOŚ;2024-01-05 11:55:47;74
0DhKkQjcrOXLBr9eCtocfc;3;Kevin sam w domu;Blacha 2115;2024-01-05 11:55:47;70
5Qw74vxmtJzAEYjy1wfVCk;4;Dzięki, że jesteś;Lanberry;2024-01-05 11:55:47;71
1kuhnhugcuXf4CiNdqCRUU;5;BFF;bambi;2024-01-05 11:55:47;74
2r0tCQsTvEwkKEcZ9pYwZt;6;W KRAJU SCHABOWYCH KOTLETÓW;Mata;2024-01-05 11:55:47;66
0JvlaGyGok0jMp8wCQhI9p;7;NIENAWIDZĘ WARSZAWY!;Chivas;2024-01-05 11:55:47;57
33FD8jBm5LZaQ2jJS3vXzm;8;Stan;Gibbs;2024-01-05 11:55:47;65
2GgLLdsRjbiAtN5nfm7i7i;9;Miyabi;PRO8L3M;2024-01-05 11:55:47;70
3rUGC1vUpkDG9CZFHMur1t;10;greedy;Tate McRae;2024-01-05 11:55:47;98
33zbrcm0cYIxT5YvEGlFDl;11;Całkiem Nowa Bajka;Kleks;2024-01-05 11:55:47;65
2PF5O4wQHtD9KpxNALuoBD;12;Ciapakwybujany;GM2L;2024-01-05 11:55:47;67
2JJ6WnAfVglnYfxZubSukn;13;Jolie Jolie;Blacha 2115;2024-01-05 11:55:47;72
30r5RN2yGoKzanggEzqrzM;14;Fluid;ReTo;2024-01-05 11:55:47;55
1NtvjagHJRLQogzWVhpghv;15;Nim Zajdzie Słońce;Smolasty;2024-01-05 11:55:47;71
4qN8jx5g3h1oKz95qr3bF0;16;Jestem Twoją Bajką;Kleks;2024-01-05 11:55:47;58
5mjYQaktjmjcMKcUIcqz4s;17;Strangers;Kenya Grace;2024-01-05 11:55:47;95
78hH2iGVmsmdPk50AhU2F4;18;Autumn Dance;L.U.C.;2024-01-05 11:55:47;50
