track_id;rank;track_name;artist;date_added;popularity
4EHHB2Gfa9d4iPx8JsCd65;1;HIPNOZA;NIKOŚ;2023-12-19 09:48:28;71
06qMRF18gwbOYYbnP2du6i;2;Last Christmas - Single Version;Wham!;2023-12-19 09:48:28;89
0bYg9bo50gSsH3LtXe2SQn;3;All I Want for Christmas Is You;Mariah Carey;2023-12-19 09:48:28;100
7uoFMmxln0GPXQ0AcCBXRq;4;Snowman;Sia;2023-12-19 09:48:28;94
2EjXfH91m7f8HiJN1yQg97;5;Rockin' Around The Christmas Tree;Brenda Lee;2023-12-19 09:48:28;98
1kuhnhugcuXf4CiNdqCRUU;6;BFF;bambi;2023-12-19 09:48:28;75
7vQbuQcyTflfCIOu3Uzzya;7;Jingle Bell Rock;Bobby Helms;2023-12-19 09:48:28;94
0DhKkQjcrOXLBr9eCtocfc;8;Kevin sam w domu;Blacha 2115;2023-12-19 09:48:28;30
2TE4xW3ImvpltVU0cPcKUn;9;Merry Christmas Everyone;Shakin' Stevens;2023-12-19 09:48:28;91
5E6Nv8QZblXpiFDQ8iSfE2;10;Fluid;ReTo;2023-12-19 09:48:28;74
0lizgQ7Qw35od7CYaoMBZb;11;Santa Tell Me;Ariana Grande;2023-12-19 09:48:28;96
18bAMjHACL9Iphk0KB0z7o;12;Stan;Gibbs;2023-12-19 09:48:28;66
3gBhiIj76UJQ7jlrUR4qjc;13;It's the Most Wonderful Time of the Year;Andy Williams;2023-12-19 09:48:28;79
3rUGC1vUpkDG9CZFHMur1t;14;greedy;Tate McRae;2023-12-19 09:48:28;99
3moDqdYK90QDw3Lk9q5yDE;15;Mam Cię;Paluch;2023-12-19 09:48:28;71
3Z3QhZAZpqwZa1phsbQ3JZ;16;Driving Home for Christmas;Chris Rea;2023-12-19 09:48:28;75
2uFaJJtFpPDc5Pa95XzTvg;17;Let It Snow! Let It Snow! Let It Snow!;Dean Martin;2023-12-19 09:48:28;95
3ZfRpDV74gUbBCmW8yb6ml;18;It's Beginning to Look a Lot like Christmas;Michael Bublé;2023-12-19 09:48:28;87
5ASM6Qjiav2xPe7gRkQMsQ;19;Sleigh Ride;The Ronettes;2023-12-19 09:48:28;83
2JJ6WnAfVglnYfxZubSukn;20;Jolie Jolie;Blacha 2115;2023-12-19 09:48:28;72
6tjituizSxwSmBB5vtgHZE;21;Holly Jolly Christmas;Michael Bublé;2023-12-19 09:48:28;83
78hH2iGVmsmdPk50AhU2F4;22;Autumn Dance;L.U.C.;2023-12-19 09:48:28;50
5OYaQw9IS8MMDFRgTPqDnR;23;Nicea;PRO8L3M;2023-12-19 09:48:28;66
2GgLLdsRjbiAtN5nfm7i7i;24;Miyabi;PRO8L3M;2023-12-19 09:48:28;68
3YZE5qDV7u1ZD1gZc47ZeR;25;Underneath the Tree;Kelly Clarkson;2023-12-19 09:48:28;86
5Qw74vxmtJzAEYjy1wfVCk;26;Dzięki, że jesteś;Lanberry;2023-12-19 09:48:28;69
4ltVdPcmgfSlsicK4ZIQGT;27;CEO;Asster;2023-12-19 09:48:28;59
0nQljvBR8fuT0nmLKZ6hqi;28;Byłem człowiekiem;PRO8L3M;2023-12-19 09:48:28;68
4z77VPWmxxMosO4o2jD8uT;29;Kto Wie?;De Su;2023-12-19 09:48:28;67
3XWr2NZqYd80MB8FIq9r55;30;Ne Rozumiju;Vixen;2023-12-19 09:48:28;67
0X1bF7CkMCif03ygcSDVOj;31;Całkiem Nowa Bajka;Kleks;2023-12-19 09:48:28;63
0oPdaY4dXtc3ZsaG17V972;32;Feliz Navidad;José Feliciano;2023-12-19 09:48:28;88
2WBejVahXeC1gjCXVOlgbq;33;JEREMY SOCHAN;Oki;2023-12-19 09:48:28;73
3QHZAr43uvIGpWfJAHhFX3;34;Explosion Ech poleczko - DNSQ Remix;Kalwi & Remi;2023-12-19 09:48:28;70
1NtvjagHJRLQogzWVhpghv;35;Nim Zajdzie Słońce;Smolasty;2023-12-19 09:48:28;72
4vhYckF7yzomDdqoHb3dIl;36;Kulig;Kaz Bałagane;2023-12-19 09:48:28;68
5mjYQaktjmjcMKcUIcqz4s;37;Strangers;Kenya Grace;2023-12-19 09:48:28;96
4u3pVIKFDquOVeyvkc1Hjh;38;5 INFLUENCEREK;Zeamsone;2023-12-19 09:48:28;69
6IyM1d0DOlb8S3tUGi7wPB;39;Coraz Bliżej Święta;Margaret;2023-12-19 09:48:28;67
4kKdvXD0ez7jp1296JmAts;40;Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet);Frank Sinatra;2023-12-19 09:48:28;90
5YeWMDlueFQ2727lVfGaIg;41;Dzień jeden w roku;Czerwone Gitary;2023-12-19 09:48:28;66
3bK1zVFBKIzYjmptmI4NsJ;42;Overdrive (feat. Norma Jean Martine);Ofenbach;2023-12-19 09:48:28;83
4Yg2w0P29BBBMixyeNjDtj;43;Do They Know It's Christmas? - 1984 Version;Band Aid;2023-12-19 09:48:28;89
2PF5O4wQHtD9KpxNALuoBD;44;Ciapakwybujany;GM2L;2023-12-19 09:48:28;64
0YWUHZPJVg4iujddsJDwhM;45;My Only Wish (This Year);Britney Spears;2023-12-19 09:48:28;87
1cnkQScXEGBZKqqy6EjVZo;46;NIE MA CIĘ;Fukaj;2023-12-19 09:48:28;68
3QAU2pj4LUKf7yaTgANlQV;47;ITALODISCO;The Kolors;2023-12-19 09:48:28;79
27RYrbL6S02LNVhDWVl38b;48;Happy Xmas (War Is Over) - Remastered 2010;John Lennon;2023-12-19 09:48:28;91
3AymrUApW5JKKaNrHQhcBG;49;Thank God It's Christmas - 2011 Remaster;Queen;2023-12-19 09:48:28;74
1odExI7RdWc4BT515LTAwj;50;Daylight;David Kushner;2023-12-19 09:48:28;94
