track_id;rank;track_name;artist;date_added;popularity
06qMRF18gwbOYYbnP2du6i;1;Last Christmas - Single Version;Wham!;2023-12-26 09:08:24;89
0bYg9bo50gSsH3LtXe2SQn;2;All I Want for Christmas Is You;Mariah Carey;2023-12-26 09:08:24;100
2EjXfH91m7f8HiJN1yQg97;3;Rockin' Around The Christmas Tree;Brenda Lee;2023-12-26 09:08:24;98
7uoFMmxln0GPXQ0AcCBXRq;4;Snowman;Sia;2023-12-26 09:08:24;94
2TE4xW3ImvpltVU0cPcKUn;5;Merry Christmas Everyone;Shakin' Stevens;2023-12-26 09:08:24;91
7vQbuQcyTflfCIOu3Uzzya;6;Jingle Bell Rock;Bobby Helms;2023-12-26 09:08:24;94
4EHHB2Gfa9d4iPx8JsCd65;7;HIPNOZA;NIKOŚ;2023-12-26 09:08:24;73
0lizgQ7Qw35od7CYaoMBZb;8;Santa Tell Me;Ariana Grande;2023-12-26 09:08:24;96
2uFaJJtFpPDc5Pa95XzTvg;9;Let It Snow! Let It Snow! Let It Snow!;Dean Martin;2023-12-26 09:08:24;95
0ZoHHROTzwIYeNAHRPedTY;10;Driving Home for Christmas;Chris Rea;2023-12-26 09:08:24;75
5YeWMDlueFQ2727lVfGaIg;11;Dzień jeden w roku;Czerwone Gitary;2023-12-26 09:08:24;68
0DhKkQjcrOXLBr9eCtocfc;12;Kevin sam w domu;Blacha 2115;2023-12-26 09:08:24;64
7fUYUcWy853HS8YJn0b3Sr;13;Sleigh Ride;The Ronettes;2023-12-26 09:08:24;84
1rv46mRwDqMEhOBZ7vODg3;14;It's Beginning to Look a Lot like Christmas;Michael Bublé;2023-12-26 09:08:24;87
4z77VPWmxxMosO4o2jD8uT;15;Kto Wie?;De Su;2023-12-26 09:08:24;69
1IcR6RlgvDczfvoWJSSY2A;16;It's the Most Wonderful Time of the Year;Andy Williams;2023-12-26 09:08:24;79
6tjituizSxwSmBB5vtgHZE;17;Holly Jolly Christmas;Michael Bublé;2023-12-26 09:08:24;83
1kuhnhugcuXf4CiNdqCRUU;18;BFF;bambi;2023-12-26 09:08:24;74
2g59LWL5y0BuPsyJZQTubb;19;Z kopyta kulig rwie;Skaldowie;2023-12-26 09:08:24;67
0oPdaY4dXtc3ZsaG17V972;20;Feliz Navidad;José Feliciano;2023-12-26 09:08:24;88
6IyM1d0DOlb8S3tUGi7wPB;21;Coraz Bliżej Święta;Margaret;2023-12-26 09:08:24;68
3YZE5qDV7u1ZD1gZc47ZeR;22;Underneath the Tree;Kelly Clarkson;2023-12-26 09:08:24;86
5E6Nv8QZblXpiFDQ8iSfE2;23;Fluid;ReTo;2023-12-26 09:08:24;73
4Yg2w0P29BBBMixyeNjDtj;24;Do They Know It's Christmas? - 1984 Version;Band Aid;2023-12-26 09:08:24;89
1SmlDkUf67T8x2DiWyyfy4;25;Ding dong;Kayah;2023-12-26 09:08:24;67
3fuoTmO1gkYP8dPUdT0LR8;26;Zaśnieżone miasta;Gromee;2023-12-26 09:08:24;66
3AymrUApW5JKKaNrHQhcBG;27;Thank God It's Christmas - 2011 Remaster;Queen;2023-12-26 09:08:24;75
33FD8jBm5LZaQ2jJS3vXzm;28;Stan;Gibbs;2023-12-26 09:08:24;65
4kKdvXD0ez7jp1296JmAts;29;Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet);Frank Sinatra;2023-12-26 09:08:24;91
6oF1c2zqWjb1MiLDLuJev1;30;ŚWIEĆ GWIAZDECZKO ŚWIEĆ;Arka Noego;2023-12-26 09:08:24;60
27RYrbL6S02LNVhDWVl38b;31;Happy Xmas (War Is Over) - Remastered 2010;John Lennon;2023-12-26 09:08:24;92
0YWUHZPJVg4iujddsJDwhM;32;My Only Wish (This Year);Britney Spears;2023-12-26 09:08:24;88
2JJ6WnAfVglnYfxZubSukn;33;Jolie Jolie;Blacha 2115;2023-12-26 09:08:24;71
1SV1fxF65n9NhRHp3KlBuu;34;Wonderful Christmastime - Edited Version / Remastered 2011;Paul McCartney;2023-12-26 09:08:24;91
5Qw74vxmtJzAEYjy1wfVCk;35;Dzięki, że jesteś;Lanberry;2023-12-26 09:08:24;69
2GgLLdsRjbiAtN5nfm7i7i;36;Miyabi;PRO8L3M;2023-12-26 09:08:24;68
2WBejVahXeC1gjCXVOlgbq;37;JEREMY SOCHAN;Oki;2023-12-26 09:08:24;71
78hH2iGVmsmdPk50AhU2F4;38;Autumn Dance;L.U.C.;2023-12-26 09:08:24;49
2PF5O4wQHtD9KpxNALuoBD;39;Ciapakwybujany;GM2L;2023-12-26 09:08:24;64
3moDqdYK90QDw3Lk9q5yDE;40;Mam Cię;Paluch;2023-12-26 09:08:24;70
3AgiRs3oxc2dFh0CPUHXJs;41;Mistletoe and Wine;Cliff Richard;2023-12-26 09:08:24;79
3rUGC1vUpkDG9CZFHMur1t;42;greedy;Tate McRae;2023-12-26 09:08:24;98
4vhYckF7yzomDdqoHb3dIl;43;Kulig;Kaz Bałagane;2023-12-26 09:08:24;67
3bH2Eu9A9ymI4UnGHRmoXg;44;Merry Christmas;Ed Sheeran;2023-12-26 09:08:24;89
33zbrcm0cYIxT5YvEGlFDl;45;Całkiem Nowa Bajka;Kleks;2023-12-26 09:08:24;63
4tHqQMWSqmL6YjXwsqthDI;46;Carol of the Bells;Mykola Dmytrovych Leontovych;2023-12-26 09:08:24;85
4u3pVIKFDquOVeyvkc1Hjh;47;5 INFLUENCEREK;Zeamsone;2023-12-26 09:08:24;67
7xapw9Oy21WpfEcib2ErSA;48;Mistletoe;Justin Bieber;2023-12-26 09:08:24;92
49pLSmIFXk7rTfWcQ2Bvh7;49;Nicea;PRO8L3M;2023-12-26 09:08:24;65
2pXpURmn6zC5ZYDMms6fwa;50;It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra);Perry Como;2023-12-26 09:08:24;90
