track_id;rank;track_name;artist;date_added;popularity
4EHHB2Gfa9d4iPx8JsCd65;1;HIPNOZA;NIKOŚ;2023-12-29 09:09:03;72
0DhKkQjcrOXLBr9eCtocfc;2;Kevin sam w domu;Blacha 2115;2023-12-29 09:09:03;65
1kuhnhugcuXf4CiNdqCRUU;3;BFF;bambi;2023-12-29 09:09:03;72
5E6Nv8QZblXpiFDQ8iSfE2;4;Fluid;ReTo;2023-12-29 09:09:03;71
33FD8jBm5LZaQ2jJS3vXzm;5;Stan;Gibbs;2023-12-29 09:09:03;63
5dQ174Gi0u3FOq0xF32PEr;6;Erotyczne Pif-Paf;Figo i Samogony;2023-12-29 09:09:03;52
5Qw74vxmtJzAEYjy1wfVCk;7;Dzięki, że jesteś;Lanberry;2023-12-29 09:09:03;68
2JJ6WnAfVglnYfxZubSukn;8;Jolie Jolie;Blacha 2115;2023-12-29 09:09:03;70
2GgLLdsRjbiAtN5nfm7i7i;9;Miyabi;PRO8L3M;2023-12-29 09:09:03;67
3rUGC1vUpkDG9CZFHMur1t;10;greedy;Tate McRae;2023-12-29 09:09:03;96
33zbrcm0cYIxT5YvEGlFDl;11;Całkiem Nowa Bajka;Kleks;2023-12-29 09:09:03;62
3moDqdYK90QDw3Lk9q5yDE;12;Mam Cię;Paluch;2023-12-29 09:09:03;68
78hH2iGVmsmdPk50AhU2F4;13;Autumn Dance;L.U.C.;2023-12-29 09:09:03;47
2WBejVahXeC1gjCXVOlgbq;14;JEREMY SOCHAN;Oki;2023-12-29 09:09:03;69
1NtvjagHJRLQogzWVhpghv;15;Nim Zajdzie Słońce;Smolasty;2023-12-29 09:09:03;69
5mjYQaktjmjcMKcUIcqz4s;16;Strangers;Kenya Grace;2023-12-29 09:09:03;93
49pLSmIFXk7rTfWcQ2Bvh7;17;Nicea;PRO8L3M;2023-12-29 09:09:03;64
3QAU2pj4LUKf7yaTgANlQV;18;ITALODISCO;The Kolors;2023-12-29 09:09:03;76
3XWr2NZqYd80MB8FIq9r55;19;Ne Rozumiju;Vixen;2023-12-29 09:09:03;66
3bK1zVFBKIzYjmptmI4NsJ;20;Overdrive (feat. Norma Jean Martine);Ofenbach;2023-12-29 09:09:03;81
4u3pVIKFDquOVeyvkc1Hjh;21;5 INFLUENCEREK;Zeamsone;2023-12-29 09:09:03;66
4qN8jx5g3h1oKz95qr3bF0;22;Jestem Twoją Bajką;Kleks;2023-12-29 09:09:03;54
2PF5O4wQHtD9KpxNALuoBD;23;Ciapakwybujany;GM2L;2023-12-29 09:09:03;64
1cnkQScXEGBZKqqy6EjVZo;24;NIE MA CIĘ;Fukaj;2023-12-29 09:09:03;65
4NGn7ZjI1Ex9ZjcbOa6KNt;25;Rolly;ReTo;2023-12-29 09:09:03;28
4vhYckF7yzomDdqoHb3dIl;26;Kulig;Kaz Bałagane;2023-12-29 09:09:03;66
4ltVdPcmgfSlsicK4ZIQGT;27;CEO;Asster;2023-12-29 09:09:03;63
3QHZAr43uvIGpWfJAHhFX3;28;Explosion Ech poleczko - DNSQ Remix;Kalwi & Remi;2023-12-29 09:09:03;68
3mzugJrKyhJNzZKS0RgWBg;29;MILLIE WALKY;bambi;2023-12-29 09:09:03;59
4OMJGnvZfDvsePyCwRGO7X;30;Houdini;Dua Lipa;2023-12-29 09:09:03;90
1g88Qpz9ZsJM1hlB3PLdgY;31;Taxi;Kizo;2023-12-29 09:09:03;60
0h3Xy4V4apMraB5NuM8U7Z;32;Stumblin' In;CYRIL;2023-12-29 09:09:03;68
2oILgeSykGjl0N9m0VvAjO;33;TYLE SŁOŃCA;White Widow;2023-12-29 09:09:03;67
1odExI7RdWc4BT515LTAwj;34;Daylight;David Kushner;2023-12-29 09:09:03;91
4EqPIm07a55pJQRSZw2Z4X;35;Supermoce (feat. Igo, Mrozu & Vito Bambino);Męskie Granie Orkiestra;2023-12-29 09:09:03;66
4BgTgPsNeDz2KG4QsshjL9;36;BLUEBERRY;Guzior;2023-12-29 09:09:03;65
2FHBvsUs4tpHSzIi3GvRjK;37;Ground Zero;PRO8L3M;2023-12-29 09:09:03;66
1feg6LWYEdvsjOLzAgWgDd;38;Leje Wina;Pusher;2023-12-29 09:09:03;64
086THPnabbu1zfDjRsxpoN;39;MONEY ON THE DASH - SPED UP;Elley Duhé;2023-12-29 09:09:03;78
59NraMJsLaMCVtwXTSia8i;40;Prada;cassö;2023-12-29 09:09:03;90
5XeFesFbtLpXzIVDNQP22n;41;I Wanna Be Yours;Arctic Monkeys;2023-12-29 09:09:03;92
65mX5QJ1158toYcgZy6L1P;42;Spaceship;Malik Montana;2023-12-29 09:09:03;59
47SjbGWuDZnVvSFyZEJCxG;43;Pocałunki (M. Pawlikowska- Jasnorzewska);sanah;2023-12-29 09:09:03;67
56y1jOTK0XSvJzVv9vHQBK;44;Paint The Town Red;Doja Cat;2023-12-29 09:09:03;85
5m1mhgEkvqDFjLjTykf26Q;45;Tyrka;Qry;2023-12-29 09:09:03;58
42VsgItocQwOQC3XWZ8JNA;46;FE!N (feat. Playboi Carti);Travis Scott;2023-12-29 09:09:03;87
0nQljvBR8fuT0nmLKZ6hqi;47;Byłem człowiekiem;PRO8L3M;2023-12-29 09:09:03;66
61rJpXPZ4wkqmdsLYJu6LK;48;Z Tobą na chacie;Daria Zawiałow;2023-12-29 09:09:03;63
4uayCD0blZhblTiQqKLYiC;49;Skippers;Young Leosia;2023-12-29 09:09:03;55
3SOOMT2jytm1J93CTX3Lnb;50;Zawsze chciałem;Gibbs;2023-12-29 09:09:03;61
