track_id;rank;track_name;artist;date_added;popularity
06qMRF18gwbOYYbnP2du6i;1;Last Christmas - Single Version;Wham!;2023-12-22 09:24:47;89
0bYg9bo50gSsH3LtXe2SQn;2;All I Want for Christmas Is You;Mariah Carey;2023-12-22 09:24:47;100
4EHHB2Gfa9d4iPx8JsCd65;3;HIPNOZA;NIKOŚ;2023-12-22 09:24:47;73
7uoFMmxln0GPXQ0AcCBXRq;4;Snowman;Sia;2023-12-22 09:24:47;94
2EjXfH91m7f8HiJN1yQg97;5;Rockin' Around The Christmas Tree;Brenda Lee;2023-12-22 09:24:47;98
2TE4xW3ImvpltVU0cPcKUn;6;Merry Christmas Everyone;Shakin' Stevens;2023-12-22 09:24:47;91
0lizgQ7Qw35od7CYaoMBZb;7;Santa Tell Me;Ariana Grande;2023-12-22 09:24:47;96
7vQbuQcyTflfCIOu3Uzzya;8;Jingle Bell Rock;Bobby Helms;2023-12-22 09:24:47;94
2uFaJJtFpPDc5Pa95XzTvg;9;Let It Snow! Let It Snow! Let It Snow!;Dean Martin;2023-12-22 09:24:47;95
3Z3QhZAZpqwZa1phsbQ3JZ;10;Driving Home for Christmas;Chris Rea;2023-12-22 09:24:47;75
1kuhnhugcuXf4CiNdqCRUU;11;BFF;bambi;2023-12-22 09:24:47;75
0DhKkQjcrOXLBr9eCtocfc;12;Kevin sam w domu;Blacha 2115;2023-12-22 09:24:47;61
3gBhiIj76UJQ7jlrUR4qjc;13;It's the Most Wonderful Time of the Year;Andy Williams;2023-12-22 09:24:47;79
3ZfRpDV74gUbBCmW8yb6ml;14;It's Beginning to Look a Lot like Christmas;Michael Bublé;2023-12-22 09:24:47;87
5E6Nv8QZblXpiFDQ8iSfE2;15;Fluid;ReTo;2023-12-22 09:24:47;74
5ASM6Qjiav2xPe7gRkQMsQ;16;Sleigh Ride;The Ronettes;2023-12-22 09:24:47;83
6tjituizSxwSmBB5vtgHZE;17;Holly Jolly Christmas;Michael Bublé;2023-12-22 09:24:47;83
18bAMjHACL9Iphk0KB0z7o;18;Stan;Gibbs;2023-12-22 09:24:47;65
3YZE5qDV7u1ZD1gZc47ZeR;19;Underneath the Tree;Kelly Clarkson;2023-12-22 09:24:47;86
0oPdaY4dXtc3ZsaG17V972;20;Feliz Navidad;José Feliciano;2023-12-22 09:24:47;88
6IyM1d0DOlb8S3tUGi7wPB;21;Coraz Bliżej Święta;Margaret;2023-12-22 09:24:47;68
2JJ6WnAfVglnYfxZubSukn;22;Jolie Jolie;Blacha 2115;2023-12-22 09:24:47;72
3rUGC1vUpkDG9CZFHMur1t;23;greedy;Tate McRae;2023-12-22 09:24:47;99
4Yg2w0P29BBBMixyeNjDtj;24;Do They Know It's Christmas? - 1984 Version;Band Aid;2023-12-22 09:24:47;89
4z77VPWmxxMosO4o2jD8uT;25;Kto Wie?;De Su;2023-12-22 09:24:47;68
3moDqdYK90QDw3Lk9q5yDE;26;Mam Cię;Paluch;2023-12-22 09:24:47;71
5Qw74vxmtJzAEYjy1wfVCk;27;Dzięki, że jesteś;Lanberry;2023-12-22 09:24:47;69
78hH2iGVmsmdPk50AhU2F4;28;Autumn Dance;L.U.C.;2023-12-22 09:24:47;49
0YWUHZPJVg4iujddsJDwhM;29;My Only Wish (This Year);Britney Spears;2023-12-22 09:24:47;88
5YeWMDlueFQ2727lVfGaIg;30;Dzień jeden w roku;Czerwone Gitary;2023-12-22 09:24:47;66
5OYaQw9IS8MMDFRgTPqDnR;31;Nicea;PRO8L3M;2023-12-22 09:24:47;66
4kKdvXD0ez7jp1296JmAts;32;Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet);Frank Sinatra;2023-12-22 09:24:47;90
3XWr2NZqYd80MB8FIq9r55;33;Ne Rozumiju;Vixen;2023-12-22 09:24:47;68
0X1bF7CkMCif03ygcSDVOj;34;Całkiem Nowa Bajka;Kleks;2023-12-22 09:24:47;63
1NtvjagHJRLQogzWVhpghv;35;Nim Zajdzie Słońce;Smolasty;2023-12-22 09:24:47;72
27RYrbL6S02LNVhDWVl38b;36;Happy Xmas (War Is Over) - Remastered 2010;John Lennon;2023-12-22 09:24:47;92
2GgLLdsRjbiAtN5nfm7i7i;37;Miyabi;PRO8L3M;2023-12-22 09:24:47;68
2WBejVahXeC1gjCXVOlgbq;38;JEREMY SOCHAN;Oki;2023-12-22 09:24:47;72
3AymrUApW5JKKaNrHQhcBG;39;Thank God It's Christmas - 2011 Remaster;Queen;2023-12-22 09:24:47;75
4vhYckF7yzomDdqoHb3dIl;40;Kulig;Kaz Bałagane;2023-12-22 09:24:47;68
3QHZAr43uvIGpWfJAHhFX3;41;Explosion Ech poleczko - DNSQ Remix;Kalwi & Remi;2023-12-22 09:24:47;70
1SV1fxF65n9NhRHp3KlBuu;42;Wonderful Christmastime - Edited Version / Remastered 2011;Paul McCartney;2023-12-22 09:24:47;91
5mjYQaktjmjcMKcUIcqz4s;43;Strangers;Kenya Grace;2023-12-22 09:24:47;96
2g59LWL5y0BuPsyJZQTubb;44;Z kopyta kulig rwie;Skaldowie;2023-12-22 09:24:47;66
